hur_id,name,positions,wind_peak
AL152001,MICHELLE,35,61.7
AL162001,NOEL,12,33.4
AL172001,OLGA,47,41.2
AL012002,ARTHUR,20,25.7
AL022002,BERTHA,23,18.0
AL032002,CRISTOBAL,13,23.1
AL042002,DOLLY,26,25.7
AL052002,EDOUARD,21,28.3
AL062002,FAY,23,25.7
AL072002,UNNAMED,5,15.4
AL082002,GUSTAV,30,43.7
AL092002,HANNA,17,25.7
AL102002,ISIDORE,55,56.6
AL112002,JOSEPHINE,9,25.7
AL122002,KYLE,90,38.6
AL132002,LILI,57,64.3
AL142002,UNNAMED,11,15.4
AL012003,ANA,39,25.7
AL022003,UNNAMED,4,15.4
AL032003,BILL,21,25.7
AL042003,CLAUDETTE,45,41.2
AL052003,DANNY,44,33.4
AL062003,UNNAMED,8,15.4
AL072003,UNNAMED,7,15.4
AL082003,ERIKA,11,33.4
AL092003,UNNAMED,4,15.4
AL102003,FABIAN,53,64.3
AL112003,GRACE,13,18.0
AL122003,HENRI,22,25.7
AL132003,ISABEL,58,74.6
AL142003,UNNAMED,10,15.4
AL152003,JUAN,22,46.3
AL162003,KATE,58,56.6
AL172003,LARRY,42,28.3
AL182003,MINDY,14,20.6
AL192003,NICHOLAS,80,30.9
AL202003,ODETTE,23,28.3
AL212003,PETER,15,30.9
AL012004,ALEX,25,54.0
AL022004,BONNIE,44,28.3
AL032004,CHARLEY,30,66.9
AL042004,DANIELLE,46,48.9
AL052004,EARL,9,23.1
AL062004,FRANCES,75,64.3
AL072004,GASTON,28,33.4
AL082004,HERMINE,16,25.7
AL092004,IVAN,94,74.6
AL102004,UNNAMED,13,15.4
AL112004,JEANNE,69,54.0
AL122004,KARL,48,64.3
AL132004,LISA,55,33.4
AL142004,MATTHEW,13,20.6
AL152004,NICOLE,8,23.1
AL162004,OTTO,39,23.1
AL012005,ARLENE,26,30.9
AL022005,BRET,7,18.0
AL032005,CINDY,34,33.4
AL042005,DENNIS,59,66.9
AL052005,EMILY,45,72.0
AL062005,FRANKLIN,38,30.9
AL072005,GERT,9,20.6
AL082005,HARVEY,46,28.3
AL092005,IRENE,56,46.3
AL102005,TEN,21,15.4
AL112005,JOSE,6,25.7
AL122005,KATRINA,34,77.2
AL132005,LEE,26,18.0
AL142005,MARIA,51,51.4
AL152005,NATE,29,41.2
AL162005,OPHELIA,69,38.6
AL172005,PHILIPPE,28,36.0
AL182005,RITA,36,79.7
AL192005,NINETEEN,9,15.4
AL202005,STAN,17,36.0
AL212005,UNNAMED,7,23.1
AL222005,TAMMY,9,23.1
AL232005,TWENTY-TWO,27,20.6
AL242005,VINCE,15,33.4
AL252005,WILMA,48,82.3
AL262005,ALPHA,11,23.1
AL272005,BETA,18,51.4
AL282005,GAMMA,33,23.1
AL292005,DELTA,42,30.9
AL302005,EPSILON,43,38.6
AL312005,ZETA,36,28.3
AL012006,ALBERTO,38,30.9
AL022006,UNNAMED,13,23.1
AL032006,BERYL,18,25.7
AL042006,CHRIS,23,28.3
AL052006,DEBBY,26,23.1
AL062006,ERNESTO,47,33.4
AL072006,FLORENCE,62,41.2
AL082006,GORDON,57,54.0
AL092006,HELENE,62,54.0
AL102006,ISAAC,24,38.6
AL012007,ANDREA,31,33.4
AL022007,BARRY,24,25.7
AL032007,CHANTAL,23,30.9
AL042007,DEAN,42,77.2
AL052007,ERIN,21,25.7
AL062007,FELIX,28,77.2
AL072007,GABRIELLE,15,25.7
AL082007,INGRID,26,20.6
AL092007,HUMBERTO,11,41.2
AL102007,TEN,4,15.4
AL112007,JERRY,8,18.0
AL122007,KAREN,19,33.4
AL132007,LORENZO,14,36.0
AL142007,MELISSA,31,18.0
AL152007,FIFTEEN,26,23.1
AL162007,NOEL,56,38.6
AL172007,OLGA,25,25.7
AL012008,ARTHUR,10,20.6
AL022008,BERTHA,74,56.6
AL032008,CRISTOBAL,18,28.3
AL042008,DOLLY,31,43.7
AL052008,EDOUARD,14,28.3
AL062008,FAY,60,30.9
AL072008,GUSTAV,50,69.4
AL082008,HANNA,49,38.6
AL092008,IKE,62,64.3
AL102008,JOSEPHINE,33,28.3
AL112008,KYLE,23,38.6
AL122008,LAURA,34,36.0
AL132008,MARCO,8,28.3
AL142008,NANA,14,18.0
AL152008,OMAR,32,59.2
AL162008,SIXTEEN,8,12.9
AL172008,PALOMA,36,64.3
AL012009,ONE,15,15.4
AL022009,ANA,26,18.0
AL032009,BILL,46,59.2
AL042009,CLAUDETTE,8,25.7
AL052009,DANNY,12,25.7
AL062009,ERIKA,12,23.1
AL072009,FRED,48,54.0
AL082009,EIGHT,7,15.4
AL092009,GRACE,37,28.3
AL102009,HENRI,23,23.1
AL112009,IDA,31,46.3
AL012010,ALEX,32,48.9
AL022010,TWO,13,15.4
AL032010,BONNIE,18,20.6
AL042010,COLIN,25,25.7
AL052010,FIVE,32,15.4
AL062010,DANIELLE,51,59.2
AL072010,EARL,55,64.3
AL082010,FIONA,24,28.3
AL092010,GASTON,30,18.0
AL102010,HERMINE,23,30.9
AL112010,IGOR,61,69.4
AL122010,JULIA,51,61.7
AL132010,KARL,22,56.6
AL142010,LISA,38,38.6
AL152010,MATTHEW,16,25.7
AL162010,NICOLE,12,20.6
AL172010,OTTO,47,38.6
AL182010,PAULA,21,46.3
AL192010,RICHARD,29,43.7
AL202010,SHARY,9,33.4
AL212010,TOMAS,54,43.7
AL012011,ARLENE,13,28.3
AL022011,BRET,29,30.9
AL032011,CINDY,13,30.9
AL042011,DON,14,23.1
AL052011,EMILY,24,23.1
AL062011,FRANKLIN,15,20.6
AL072011,GERT,19,28.3
AL082011,HARVEY,17,28.3
AL092011,IRENE,43,54.0
AL102011,TEN,9,15.4
AL112011,JOSE,13,20.6
AL122011,KATIA,64,61.7
AL202011,UNNAMED,14,20.6
AL132011,LEE,22,25.7
AL142011,MARIA,42,36.0
AL152011,NATE,23,33.4
AL162011,OPHELIA,59,61.7
AL172011,PHILIPPE,65,41.2
AL182011,RINA,31,51.4
AL192011,SEAN,28,28.3
AL012012,ALBERTO,20,25.7
AL022012,BERYL,33,30.9
AL032012,CHRIS,31,38.6
AL042012,DEBBY,18,28.3
AL052012,ERNESTO,39,43.7
AL062012,FLORENCE,21,25.7
AL072012,HELENE,38,20.6
AL082012,GORDON,26,48.9
AL092012,ISAAC,51,36.0
AL102012,JOYCE,12,18.0
AL112012,KIRK,22,46.3
AL122012,LESLIE,60,36.0
AL132012,MICHAEL,42,51.4
AL142012,NADINE,96,41.2
AL152012,OSCAR,13,23.1
AL162012,PATTY,11,20.6
AL172012,RAFAEL,56,41.2
AL182012,SANDY,45,51.4
AL192012,TONY,20,23.1
AL012013,ANDREA,14,28.3
AL022013,BARRY,23,20.6
AL032013,CHANTAL,13,28.3
AL042013,DORIAN,51,25.7
AL052013,ERIN,20,20.6
AL062013,FERNAND,7,25.7
AL072013,GABRIELLE,36,28.3
AL082013,EIGHT,4,15.4
AL092013,HUMBERTO,46,41.2
AL102013,INGRID,22,38.6
AL112013,JERRY,33,23.1
AL122013,KAREN,14,28.3
AL132013,LORENZO,21,23.1
AL142013,MELISSA,26,28.3
AL152013,UNNAMED,16,28.3
AL012014,ARTHUR,47,43.7
AL022014,TWO,17,15.4
AL032014,BERTHA,47,36.0
AL042014,CRISTOBAL,39,38.6
AL052014,DOLLY,13,23.1
AL062014,EDOUARD,47,54.0
AL072014,FAY,14,36.0
AL082014,GONZALO,39,64.3
AL092014,HANNA,37,18.0
AL012015,ANA,28,25.7
AL022015,BILL,22,25.7
AL032015,CLAUDETTE,15,23.1
AL042015,DANNY,31,56.6
AL052015,ERIKA,16,23.1
AL062015,FRED,31,38.6
AL072015,GRACE,17,25.7
AL082015,HENRI,13,23.1
AL092015,NINE,19,15.4
AL102015,IDA,51,23.1
AL112015,JOAQUIN,76,69.4
AL122015,KATE,20,38.6
AL012016,ALEX,42,38.6
AL022016,BONNIE,56,20.6
AL032016,COLIN,15,25.7
AL042016,DANIELLE,12,20.6
AL052016,EARL,20,38.6
AL062016,FIONA,31,23.1
AL072016,GASTON,53,54.0
AL082016,EIGHT,21,15.4
AL092016,HERMINE,47,36.0
AL102016,IAN,21,28.3
AL112016,JULIA,33,23.1
AL122016,KARL,54,30.9
AL132016,LISA,30,23.1
AL142016,MATTHEW,50,74.6
AL152016,NICOLE,63,61.7
AL162016,OTTO,38,51.4
AL012017,ARLENE,27,28.3
AL022017,BRET,9,23.1
AL032017,CINDY,20,25.7
AL042017,FOUR,9,12.9
AL052017,DON,7,23.1
AL062017,EMILY,11,25.7
AL072017,FRANKLIN,18,38.6
AL082017,GERT,28,48.9
AL092017,HARVEY,74,59.2
AL112017,IRMA,66,79.7
AL122017,JOSE,85,69.4
AL132017,KATIA,18,46.3
AL142017,LEE,63,51.4
AL152017,MARIA,68,77.2
AL162017,NATE,32,41.2
AL172017,OPHELIA,47,51.4
AL182017,PHILIPPE,7,18.0
AL192017,RINA,21,25.7
AL012018,ALBERTO,26,28.3
AL022018,BERYL,52,36.0
AL032018,CHRIS,50,46.3
AL042018,DEBBY,32,23.1
AL052018,ERNESTO,18,20.6
AL062018,FLORENCE,79,66.9
AL072018,GORDON,25,30.9
AL082018,HELENE,42,48.9
AL092018,ISAAC,31,33.4
AL102018,JOYCE,39,23.1
AL112018,ELEVEN,5,15.4
AL122018,KIRK,28,28.3
AL132018,LESLIE,89,41.2
AL142018,MICHAEL,38,72.0
AL152018,NADINE,18,28.3
AL162018,OSCAR,36,48.9
AL012019,ANDREA,7,18.0
AL022019,BARRY,25,33.4
AL032019,THREE,5,15.4
AL042019,CHANTAL,25,18.0
AL052019,DORIAN,70,82.3
AL062019,ERIN,14,18.0
AL072019,FERNAND,9,23.1
AL082019,GABRIELLE,35,28.3
AL092019,HUMBERTO,34,56.6
AL102019,JERRY,45,46.3
AL112019,IMELDA,9,20.6
AL122019,KAREN,25,20.6
AL132019,LORENZO,48,72.0
AL142019,MELISSA,25,28.3
AL152019,FIFTEEN,13,15.4
AL162019,NESTOR,15,25.7
AL172019,OLGA,10,23.1
AL182019,PABLO,22,36.0
AL192019,REBEKAH,23,36.0
AL202019,SEBASTIEN,34,30.9
